Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros;
SCORPIUS;Mujer;Bota;negro;59,90€;No;?;50268-C48487;Altura:8 cm;
CENTUS;Mujer;Botín;marron;89,90€;No;?;50317-C49743;Material principal:Piel$Altura:5.50 cm;
CENTUS;Mujer;Botín;negro;89,90€;No;?;50317-C49742;Material principal:Piel$Altura:5.50 cm;
GLASS;Mujer;Botín;marron;49,90€;No;?;58666-C27834;Material principal:Textil$Altura:7 cm;
MISCA;Mujer;Botín;negro;49,90€;No;?;58681-C50055;Altura:6 cm;
MUSCAN;Mujer;Botín;negro;49,90€;No;?;50260-C50055;Altura:6 cm;
PANAMA;Mujer;Botín;marron;45,90€;No;?;58713-C28595;Material principal:Textil$Altura:6 cm;
PANAMA;Mujer;Botín;negro;45,90€;No;?;58713-C48487;Altura:6 cm;
PERSEA;Mujer;Botín;marron;49,90€;No;?;50265-C27834;Material principal:Textil$Altura:3 cm;
SAGILA;Mujer;Botín;negro;55,90€;No;?;58932-C50055;Altura:4.50 cm;
ALEXIA;Mujer;Deportiva;negro;45,90€;No;?;69413-C50048;Altura:5.50 cm;
AMBY;Mujer;Deportiva;beige;49,90€;No;?;69555-C50172;Altura:7.50 cm;
AMBY;Mujer;Deportiva;negro;49,90€;No;?;69555-C50173;Altura:7.50 cm;
ANKO;Mujer;Deportiva;negro;45,90€;No;?;69495-C50097;Altura:3 cm;
CAMBY;Mujer;Deportiva;negro;49,90€;No;?;69587-C50174;Altura:7.50 cm;
LESTE;Mujer;Deportiva;negro;45,90€;No;?;69431-C37109;Material principal:Sintetico$Altura:3.50 cm;
LESTE;Mujer;Deportiva;verde;45,90€;No;?;69431-C30891;Material principal:Sintetico$Altura:3.50 cm;
SANAO;Mujer;Deportiva;negro;45,90€;No;?;69521-C50097;Altura:4.50 cm;
SANAO;Mujer;Deportiva;taupe;45,90€;No;?;69521-C50131;Altura:4.50 cm;
SARIA;Mujer;Deportiva;blanco;29,90€;No;?;69978-C48984;Altura:1.50 cm;
SARIA;Mujer;Deportiva;negro;29,90€;No;?;69978-C48985;Altura:1.50 cm;
CALME;Mujer;Botín;negro;45,90€;No;?;58785-C47602;Altura:3 cm;
;Mujer;Botas;?;?;No;?;50223-C49744;Altura:5.50 cm;
ARES;Mujer;Botas;marron;99,90€;No;?;58964-C49744;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
50336;Mujer;Bota;beige;99,90€;Si;36-37-38-39-40-41;50336-C49846;Material principal:Serraje$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta;
50336;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;50336-C51437;Material principal:Serraje$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta;
58964;Mujer;Bota;beige;99,90€;No;?;58964-C49846;Material principal:Piel$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
58964;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;58964-C51437;Material principal:Piel$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
CELANDIA;Mujer;Bota;marron;99,90€;No;?;50223-C49744;Altura:5.50 cm;
CENTA;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;50251-C50444;Material principal:Serraje$Forro:Piel$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
CENTULI;Mujer;Bota;marron;99,90€;No;?;50321-C49743;Altura:5.50 cm;
CENTULI;Mujer;Bota;negro;99,90€;No;?;50321-C49742;Altura:5.50 cm;
MYRA;Mujer;Bota;verde;99,90€;Si;36-37-38-39-40-41;50340-C47010;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
alta NAIARA;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40;51073-C51437;Material principal:Piel$Altura:7.50 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
TEO;Mujer;Bota;marron;99,90€;No;?;58964-333104;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
TEO;Mujer;Bota;marron;99,90€;No;?;58964-C49744;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
50331;Mujer;Botín;beige;89,90€;Si;36-37-38-39-40-41;50331-C49846;Material principal:Piel$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media;
51049;Mujer;Botín;beige;89,90€;Si;36-37-38-39-40;51049-C51546;Material principal:Piel$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Baja;
CALME;Mujer;Botín;negro;45,90€;Si;36-37-38-39-40-41;58785-C47602;Material principal:Sintetico$Altura:3 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
