;Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros
0;50336;NEW IN;BOTAS;beige;99,90€;Si;36-37-38-39-40-41;50336-C49846;Material principal:Serraje$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta
1;50336;NEW IN;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;50336-C51437;Material principal:Serraje$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta
2;58964;NEW IN;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;58964-C51437;Material principal:Piel$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
3;alta NAIARA;NEW IN;BOTAS;marron;99,90€;Si;36-37-38-39-40;51073-C51437;Material principal:Piel$Altura:7.50 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
4;CATIO;NEW IN;BOTINES;beige;89,90€;Si;36-37-38-39-40-41;50331-C49846;Material principal:Piel$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
5;51049;NEW IN;BOTINES;beige;89,90€;Si;36-37-38-39-40;51049-C51546;Material principal:Piel$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Baja
6;58964;NEW IN;BOTAS;beige;99,90€;No;?;58964-C49846;Material principal:Piel$Altura:5 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
7;ANUBIS;Mujer;BOTAS;negro;49,90€;Si;36-37-38-39-40;50258-C27784;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta
8;CALME;Mujer;BOTINES;negro;45,90€;Si;36-37-38-39-40-41;58785-C47602;Material principal:Sintetico$Altura:3 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
9;STORM;Mujer;BOTINES;negro;49,90€;Si;36-38-39-40-41;58695-C35856;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
10;ALMA;Mujer;BOTINES;negro;45,90€;Si;36-37-38-39-40;50192-C48871;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
11;MIRIANA;Mujer;BOTAS;negro;55,90€;Si;36-37-38-39-40-41;50165-C49874;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:Externa$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
12;NEW CLODE;Mujer;BOTINES;negro;49,90€;Si;38-39-40-41;58440-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja
13;ANUBIS;Mujer;BOTAS;marron;49,90€;Si;36-37-38-39-40-41;50258-C27834;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta
14;MAKA;Mujer;BOTAS;kaki;59,90€;Si;36-37-38-39-40-41;58577-C50087;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
15;serraje MARILYN;Mujer;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;58134-C47011;Material principal:Serraje$Altura:8.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
16;FENTA;Mujer;BOTAS;marron;59,90€;Si;36-37-38-39-40-41;50287-C27834;Material principal:Sintetico$Altura:8.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
17;PERSEAM;Mujer;BOTINES;cuero;49,90€;Si;36-37-38-39-40-41;58706-C27834;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
18;GLAMI;Mujer;BOTINES;marron;55,90€;Si;36-37-38-39-40-41;58714-C50141;Material principal:Sintetico$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
19;COLI;Mujer;DEPORTIVAS;azul;39,90€;Si;36-37-38-39-40-41;69606-C50126;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
20;CAM;Mujer;DEPORTIVAS;negro;39,90€;Si;36-37-38-39-40-41;69705-C13609;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
21;LARA;Mujer;DEPORTIVAS;negro;45,90€;Si;37-38-39-40;69523-C50134;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
22;PERDANG;Mujer;DEPORTIVAS;burdeos;39,90€;Si;36-37-38-39-40-41;69859-C50134;Material principal:Sintetico$Forro:Textil$Altura:2.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
23;JOGGO;Mujer;DEPORTIVAS;negro;39,90€;Si;37-38-39-40-41;69362-C37109;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
24;COLI;Mujer;DEPORTIVAS;verde;39,90€;Si;36-37-38-39-40;69606-C50125;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
25;ROCK;Mujer;BOTINES;negro;55,90€;Si;36-37-38-39-40-41;58797-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
26;STIRM;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40-41;58158-C38732;Material principal:Sintetico$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Abierta$Tipo de caña:Media
27;MAYA;Mujer;BOTAS;negro;55,90€;Si;36-37-38-39-40;58140-C50088;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
28;PERSEAM;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40;58706-C27784;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
29;GLAMI;Mujer;BOTINES;negro;55,90€;Si;37-38-39-40-41;58714-C50142;Material principal:Sintetico$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
30;PASS;Mujer;BOTINES;taupe;39,90€;Si;36-37-38-39-40-41;58853-C38313;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
31;LAMBRA;Mujer;BOTINES;beige;49,90€;Si;36-37-38-39-40;50187-C50165;Material principal:Sintetico$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja
32;PERSEAM;Mujer;BOTINES;taupe;49,90€;Si;36-37-38-39;58706-C28595;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
33;LISON;Mujer;BOTINES;taupe;55,90€;Si;37-38-39-40-41;58597-C50059;Material principal:Sintetico$Altura:5 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
34;CENTA;Mujer;BOTAS;beige;99,90€;Si;36-38-39-40;50251-C47017;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
35;MYRA;Mujer;BOTAS;beige;99,90€;Si;38-41;50340-C47017;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
36;BIGGER-K;Mujer;DEPORTIVAS;blanco;29,90€;Si;36-38-39-40;69423-C19667;Material principal:Sintetico$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda
37;SAONA;Mujer;DEPORTIVAS;gris;45,90€;Si;36-37-38-39-40-41;69612-C50052;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
38;CAM;Mujer;DEPORTIVAS;nude;39,90€;Si;36-37-38-39-40-41;69705-C50035;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
39;CORE;Mujer;DEPORTIVAS;gris;39,90€;Si;36-37-38-39-40-41;69418-C50112;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
40;LARA;Mujer;DEPORTIVAS;beige;45,90€;Si;36-37-39-40-41;69523-C27820;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda
41;PERDANG;Mujer;DEPORTIVAS;azul;39,90€;Si;36-37-38-39-40-41;69859-C50135;Material principal:Sintetico$Forro:Textil$Altura:2.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda
42;MYRA;Mujer;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;50340-C51437;Material principal:Serraje$Altura:8 cm$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
43;CASIO;Mujer;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;50336-C51437;Material principal:Piel$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta
44;CASIONE;Mujer;BOTINES;marron;89,90€;Si;36-37-39-40-41;50335-C51437;Material principal:Serraje$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
45;CENTA;Mujer;BOTAS;cuero;99,90€;Si;36-37-38-39-40;50251-C47011;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
46;TEO;Mujer;BOTAS;marron;99,90€;Si;36-37-38-39-40-41;58964-C6047;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
47;ARES;Mujer;BOTAS;cuero;99,90€;Si;37-38-39;58964-C49843;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
48;BERGAN;Mujer;MOCHILA;negro;39,90€;Si;OS;BERGAN-C50261;Material principal:Sintetico$Base:13$Altura:27 cm$Ancho:23$Tipo de cierre:Cremallera$Material del interior:Textil
49;MANTU;Mujer;MOCHILA;negro;39,90€;Si;OS;MANTU-C50292;Material principal:Sintetico$Forro:Textil$Base:11$Altura:28 cm$Ancho:24$Tipo de cierre:Solapa$Material del interior:Sintético
50;LACIO;Mujer;BOLSO;marron;36,90€;Si;OS;LACIO-C50296;Material principal:Sintetico$Base:20$Altura:31 cm$Ancho:39$Tipo de cierre:Cremallera$Material del interior:Textil
51;bandolera CAPRI;Mujer;BOLSO;marron;36,90€;Si;OS;CAPRI-C50293;Material principal:Sintetico$Base:9$Altura:17 cm$Ancho:26$Tipo de cierre:Solapa$Material del interior:Textil
52;MASALA;Mujer;MOCHILA;marron;39,90€;Si;OS;MASALA-C50336;Material principal:Sintetico$Forro:Textil$Base:10$Altura:26 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Textil
53;MASALA;Mujer;MOCHILA;negro;39,90€;Si;OS;MASALA-C50335;Material principal:Sintetico$Forro:Textil$Base:10$Altura:26 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Textil
54;TACANA;Mujer;BOTINES;burdeos;49,90€;Si;36-37-38-39-40-41;50296-C48335;Material principal:Sintetico$Altura:4 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
55;ALMA;Mujer;BOTINES;burdeos;45,90€;Si;37-38-39-40-41;50192-C48335;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
56;COSMO;Mujer;BOTINES;negro;89,90€;Si;37-38-39-40;51450-C51819;Material principal:Piel$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Textil$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
57;NEWCOSMO;Mujer;BOTAS;negro;89,90€;Si;36-37-38-39-40-41;51465-C51819;Material principal:Piel$Altura:7 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Textil$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
58;PANA;Mujer;BOTINES;negro;39,90€;Si;36-37-38-39-40-41;58712-C48487;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
59;CLOSE;Mujer;BOTINES;negro;49,90€;Si;37-38-39-40-41;58267-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
60;STORMI;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40-41;58709-C47638;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
61;CALM;Mujer;BOTINES;negro;49,90€;Si;36-37-39-40;50270-C47638;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
62;SAGITTI;Mujer;BOTINES;negro;49,90€;Si;36-37-38-39-40;58907-C50055;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
63;ERIS;Mujer;BOTINES;negro;45,90€;Si;36-37-39-40-41;50495-C35442;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
64;LAIMA;Mujer;BOTINES;negro;49,90€;Si;37-38-39-40-41;58604-C47168;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
65;BASS;Mujer;ZAPATOS;negro;39,90€;Si;38-39-40-41;50269-C48487;Material principal:Sintetico$Altura:8 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
66;ANI;Mujer;ZAPATOS;negro;36,90€;Si;36-37-38-39-40-41;58428-C48487;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
67;ALISE;Mujer;ZAPATOS;negro;45,90€;Si;36-37-38-39-40-41;58367-C50055;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
68;GLANY;Mujer;ZAPATOS;negro;45,90€;Si;37-38-39-40-41;50150-C27784;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
69;CASIONE;Mujer;BOTINES;marron;89,90€;Si;37-38-39-41;50335-C51437;Material principal:Serraje$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
70;GLASI;Mujer;ZAPATOS;negro;45,90€;Si;37-38-39-40-41;58574-C50061;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
71;ALMA;Mujer;BOTINES;cuero;45,90€;Si;37-38-39-40-41;50192-C50144;Material principal:Sintetico$Altura:3 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media
72;GLASI;Mujer;ZAPATOS;marron;45,90€;Si;37-38-39-40-41;58574-C50060;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
73;LANSA;Mujer;BOTAS;marron;59,90€;Si;36-37-38-39-40;50280-C27834;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Goma$Tipo de puntera:Redonda$Tipo de caña:Alta
74;PANA;Mujer;BOTINES;marron;39,90€;Si;36-37-38-39-40;58712-C27834;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja
75;RIANA;Mujer;BOTAS;marron;55,90€;Si;36-37-38-39-40-41;50172-C50091;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
76;SYRA;Mujer;BOTINES;marron;89,90€;Si;37-38-39-40;50347-C51437;Material principal:Piel$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
77;WESTER;Mujer;BOTINES;marron;89,90€;Si;36-38-39-40;50341-C49743;Material principal:Piel$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja
78;MARILYN;Mujer;BOTAS;cuero;99,90€;Si;40;58134-C49890;Material principal:Piel$Altura:8.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
79;bandolera LIVA;Mujer;BOLSO;marron;29,90€;Si;OS;LIVA-C50296;Material principal:Sintetico$Base:6$Altura:15 cm$Ancho:23$Tipo de cierre:Solapa$Material del interior:Textil
80;bandolera LIVA;Mujer;BOLSO;marron;29,90€;Si;OS;LIVA-C50300;Material principal:Sintetico$Base:6$Altura:15 cm$Ancho:23$Tipo de cierre:Solapa$Material del interior:Textil
81;LACIO;Mujer;BOLSO;negro;36,90€;Si;OS;LACIO-C50297;Material principal:Sintetico$Base:20$Altura:31 cm$Ancho:39$Tipo de cierre:Cremallera$Material del interior:Textil
82;bandolera CAPRI;Mujer;BOLSO;negro;36,90€;Si;OS;CAPRI-C50292;Material principal:Sintetico$Base:9$Altura:17 cm$Ancho:26$Tipo de cierre:Solapa$Material del interior:Textil
83;bandolera MESINA;Mujer;BOLSO;negro;36,90€;Si;OS;MESINA-C50335;Material principal:Sintetico$Forro:Textil$Base:7.50$Altura:14 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Sintético
84;bandolera MESINA;Mujer;BOLSO;marron;36,90€;Si;OS;MESINA-C50336;Material principal:Sintetico$Forro:Textil$Base:7.50$Altura:14 cm$Ancho:21$Tipo de cierre:Cremallera$Material del interior:Sintético
85;CASIONE;Mujer;BOTINES;negro;89,90€;Si;36-37-38-39-40-41;50335-C47013;Material principal:Serraje$Altura:5 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Media
86;alta CASIO;Mujer;BOTAS;negro;99,90€;Si;37-38-39-40-41;50336-C47013;Material principal:Serraje$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Alta
87;MYRA;Mujer;BOTAS;negro;99,90€;Si;39;50340-C47013;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
88;ARES;Mujer;BOTAS;negro;99,90€;Si;38-39-41;58964-C49742;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
89;FENTA;Mujer;BOTAS;negro;59,90€;Si;36-37-38-39;50287-C27784;Material principal:Sintetico$Altura:8.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta
90;ALISON;Mujer;BOTAS;negro;59,90€;Si;37-39;50290-C49874;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:De goma$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Goma$Tipo de puntera:Redonda$Tipo de caña:Alta
91;ROMA;Mujer;BOLSO;marron;36,90€;Si;OS;ROMA-C50282;Material principal:Sintetico$Base:10$Altura:15 cm$Ancho:23$Tipo de cierre:Cremallera$Material del interior:Textil
92;RIMINI;Mujer;BOLSO;negro;45,90€;Si;OS;RIMINI-C50280;Material principal:Sintetico$Forro:Textil$Base:9$Altura:29 cm$Ancho:35$Tipo de cierre:Cremallera$Material del interior:Sintético
93;de bandolera BARI;Mujer;BOLSO;negro;36,90€;Si;OS;BARI-C50261;Material principal:Sintetico$Base:7$Altura:14.50 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Textil
94;bandolera EMILIA;Mujer;BOLSO;negro;36,90€;Si;OS;EMILIA-C50379;Material principal:Sintetico$Forro:Textil$Base:6$Altura:16 cm$Ancho:22$Tipo de cierre:Cremallera$Material del interior:Textil
95;ROMA;Mujer;BOLSO;negro;36,90€;Si;OS;ROMA-C50280;Material principal:Sintetico$Base:10$Altura:15 cm$Ancho:23$Tipo de cierre:Cremallera$Material del interior:Textil
96;TEO;Mujer;BOTAS;marron;99,90€;Si;37-38-39-40-41;58964-C5531;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta
